firstName,lastName,fullName,avgRating,avgDifficulty,wouldTakeAgainPercent,numRatings,profLegacyId,schoolLongId,schoolName
Lynn,Patterson,Lynn Patterson,3.9,3.0,-1.0,37,611681,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Bores,David Bores,2.4,4.1,-1.0,13,611977,U2Nob29sLTQ4MQ==,Kennesaw State University
Debra,Benson,Debra Benson,3.8,3.2,77.7778,100,612319,U2Nob29sLTQ4MQ==,Kennesaw State University
Maurice,Wilson,Maurice Wilson,3.7,3.1,100.0,16,614892,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Aust,Charles Aust,3.6,3.2,88.8889,49,615414,U2Nob29sLTQ4MQ==,Kennesaw State University
Govind,Hariharan,Govind Hariharan,3.5,3.3,0.0,4,618214,U2Nob29sLTQ4MQ==,Kennesaw State University
Jerry,Poole,Jerry Poole,2.8,3.4,-1.0,64,619752,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Devillar,Robert Devillar,2.3,2.3,0.0,27,623234,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeanne,Sperry,Jeanne Sperry,4.1,4.8,-1.0,5,623594,U2Nob29sLTQ4MQ==,Kennesaw State University
William,Baker,William Baker,4.3,2.4,100.0,8,625912,U2Nob29sLTQ4MQ==,Kennesaw State University
Goldie,Ramsay,Goldie Ramsay,1.9,2.8,-1.0,11,626523,U2Nob29sLTQ4MQ==,Kennesaw State University
Xiao,Mao,Xiao Mao,3.5,1.9,75.0,36,627352,U2Nob29sLTQ4MQ==,Kennesaw State University
Nancy,Prochaska,Nancy Prochaska,4.5,2.9,-1.0,17,628944,U2Nob29sLTQ4MQ==,Kennesaw State University
W,McMurrian,W McMurrian,4.6,2.4,-1.0,10,632548,U2Nob29sLTQ4MQ==,Kennesaw State University
Ernest,Capozzoli,Ernest Capozzoli,3.8,2.8,-1.0,9,633178,U2Nob29sLTQ4MQ==,Kennesaw State University
Robin,Cheramie,Robin Cheramie,4.6,2.7,-1.0,14,634171,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathy,Lynn,Kathy Lynn,4.0,2.6,52.9412,69,636258,U2Nob29sLTQ4MQ==,Kennesaw State University
Marie,Bremner,Marie Bremner,2.9,3.6,-1.0,9,638505,U2Nob29sLTQ4MQ==,Kennesaw State University
BO,Davis,BO Davis,3.9,3.9,-1.0,13,638507,U2Nob29sLTQ4MQ==,Kennesaw State University
Norman,Russell,Norman Russell,4.9,2.1,-1.0,9,641520,U2Nob29sLTQ4MQ==,Kennesaw State University
Wayne,Unsell,Wayne Unsell,3.0,3.5,-1.0,2,641521,U2Nob29sLTQ4MQ==,Kennesaw State University
M,Muddei,M Muddei,3.0,2.2,-1.0,18,642867,U2Nob29sLTQ4MQ==,Kennesaw State University
Faith,Wallace,Faith Wallace,4.1,2.3,-1.0,4,643245,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Beeks,James Beeks,2.4,3.1,-1.0,21,643249,U2Nob29sLTQ4MQ==,Kennesaw State University
Tom,Donovan,Tom Donovan,4.8,2.2,-1.0,13,644457,U2Nob29sLTQ4MQ==,Kennesaw State University
Roberta,Griffin,Roberta Griffin,2.5,2.5,0.0,7,646537,U2Nob29sLTQ4MQ==,Kennesaw State University
Susan,Reid,Susan Reid,3.4,3.0,-1.0,15,647352,U2Nob29sLTQ4MQ==,Kennesaw State University
K,Schulzke,K Schulzke,2.0,4.0,-1.0,15,648069,U2Nob29sLTQ4MQ==,Kennesaw State University
Gerald,Hodges,Gerald Hodges,4.6,1.7,-1.0,11,650567,U2Nob29sLTQ4MQ==,Kennesaw State University
Y,Huang,Y Huang,2.3,2.5,-1.0,26,651336,U2Nob29sLTQ4MQ==,Kennesaw State University
J,Petrillo,J Petrillo,4.1,2.2,66.6667,20,652929,U2Nob29sLTQ4MQ==,Kennesaw State University
Susan,O'Connor,Susan O'Connor,2.8,3.0,-1.0,4,653536,U2Nob29sLTQ4MQ==,Kennesaw State University
Tyra,Mitchell-Burton,Tyra Mitchell-Burton,4.1,1.6,100.0,20,654442,U2Nob29sLTQ4MQ==,Kennesaw State University
M L,Lawson,M L Lawson,4.4,2.6,50.0,28,655922,U2Nob29sLTQ4MQ==,Kennesaw State University
Deanna,Womack,Deanna Womack,2.8,3.7,31.25,31,656534,U2Nob29sLTQ4MQ==,Kennesaw State University
C A,Wailes,C A Wailes,2.8,2.7,-1.0,22,657547,U2Nob29sLTQ4MQ==,Kennesaw State University
M,Zimmerman,M Zimmerman,4.0,2.0,-1.0,2,663750,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Koppelman,Charles Koppelman,4.5,1.8,72.7273,89,664447,U2Nob29sLTQ4MQ==,Kennesaw State University
Christopher,Paul,Christopher Paul,4.0,4.0,100.0,1,679630,U2Nob29sLTQ4MQ==,Kennesaw State University
Barbara,Gainey,Barbara Gainey,2.8,3.4,0.0,8,680042,U2Nob29sLTQ4MQ==,Kennesaw State University
Dean,Adams,Dean Adams,4.3,2.9,-1.0,13,680190,U2Nob29sLTQ4MQ==,Kennesaw State University
William,Griffin,William Griffin,3.5,3.0,38.4615,26,688422,U2Nob29sLTQ4MQ==,Kennesaw State University
Jake,McNeill,Jake McNeill,4.0,3.0,-1.0,23,693979,U2Nob29sLTQ4MQ==,Kennesaw State University
Kim,Frazier,Kim Frazier,4.2,1.8,-1.0,35,694014,U2Nob29sLTQ4MQ==,Kennesaw State University
Kariyawasam,Pemawansa,Kariyawasam Pemawansa,2.1,3.2,-1.0,10,695868,U2Nob29sLTQ4MQ==,Kennesaw State University
Alex,Kvares,Alex Kvares,3.9,2.8,-1.0,5,698485,U2Nob29sLTQ4MQ==,Kennesaw State University
Victor,Marshall,Victor Marshall,4.0,2.1,100.0,39,701354,U2Nob29sLTQ4MQ==,Kennesaw State University
Steve,Wilson,Steve Wilson,2.7,4.4,0.0,13,703127,U2Nob29sLTQ4MQ==,Kennesaw State University
Mike,Wade,Mike Wade,3.7,3.3,-1.0,12,705706,U2Nob29sLTQ4MQ==,Kennesaw State University
Edward,Dollar,Edward Dollar,2.4,2.8,-1.0,26,712385,U2Nob29sLTQ4MQ==,Kennesaw State University
Maria,Sarmiento,Maria Sarmiento,1.7,3.6,9.0909,23,716781,U2Nob29sLTQ4MQ==,Kennesaw State University
Barry,Bogan,Barry Bogan,3.9,3.8,100.0,26,717498,U2Nob29sLTQ4MQ==,Kennesaw State University
Johanna,Rickman,Johanna Rickman,3.2,3.4,-1.0,12,722560,U2Nob29sLTQ4MQ==,Kennesaw State University
Richard,Grover,Richard Grover,3.5,2.3,-1.0,24,726146,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Salvador,Michael Salvador,0.0,0.0,-1.0,0,729382,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert Yaw,Owusu,Robert Yaw Owusu,2.6,2.4,100.0,25,730122,U2Nob29sLTQ4MQ==,Kennesaw State University
Taixi,Xu,Taixi Xu,3.8,2.4,-1.0,32,730274,U2Nob29sLTQ4MQ==,Kennesaw State University
Joan,Golding,Joan Golding,2.5,3.1,-1.0,12,731978,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen,Braden,Stephen Braden,4.7,1.2,-1.0,23,733726,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeannie,Parker/ Beard,Jeannie Parker/ Beard,4.5,1.8,-1.0,17,735325,U2Nob29sLTQ4MQ==,Kennesaw State University
Linda,Broughton,Linda Broughton,2.3,3.3,-1.0,9,736325,U2Nob29sLTQ4MQ==,Kennesaw State University
Ron,Schroeder,Ron Schroeder,2.9,1.8,-1.0,12,739861,U2Nob29sLTQ4MQ==,Kennesaw State University
Carlos,Ortiz,Carlos Ortiz,2.9,4.0,-1.0,13,739957,U2Nob29sLTQ4MQ==,Kennesaw State University
Maureen,McCarthy,Maureen McCarthy,3.7,3.7,-1.0,29,744511,U2Nob29sLTQ4MQ==,Kennesaw State University
Karen,Wurl,Karen Wurl,3.9,1.9,83.3333,30,744577,U2Nob29sLTQ4MQ==,Kennesaw State University
Arjan,Raven,Arjan Raven,4.1,1.9,-1.0,14,746000,U2Nob29sLTQ4MQ==,Kennesaw State University
Jesse,Liebman,Jesse Liebman,3.6,3.1,100.0,33,746627,U2Nob29sLTQ4MQ==,Kennesaw State University
Erik,Bowe,Erik Bowe,0.0,0.0,-1.0,0,747854,U2Nob29sLTQ4MQ==,Kennesaw State University
Karen,Ann Wurl,Karen Ann Wurl,3.3,3.0,100.0,3,749528,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Sanseviro,Michael Sanseviro,4.6,1.3,66.6667,12,750177,U2Nob29sLTQ4MQ==,Kennesaw State University
Wilfrid,Ward,Wilfrid Ward,4.3,1.9,-1.0,16,750521,U2Nob29sLTQ4MQ==,Kennesaw State University
Breanna,Johnson,Breanna Johnson,2.8,2.4,75.0,7,754438,U2Nob29sLTQ4MQ==,Kennesaw State University
Chris,Cagle,Chris Cagle,3.8,2.7,-1.0,49,755622,U2Nob29sLTQ4MQ==,Kennesaw State University
Kris,Kathiresan,Kris Kathiresan,3.1,3.5,41.6667,138,756171,U2Nob29sLTQ4MQ==,Kennesaw State University
M,Nwosu,M Nwosu,2.8,2.5,-1.0,6,758024,U2Nob29sLTQ4MQ==,Kennesaw State University
Lisbelle,Crespo,Lisbelle Crespo,3.2,2.5,-1.0,15,759816,U2Nob29sLTQ4MQ==,Kennesaw State University
Carrie,McWhorter,Carrie McWhorter,3.5,2.0,-1.0,3,769280,U2Nob29sLTQ4MQ==,Kennesaw State University
Kimberly,Groves,Kimberly Groves,3.2,2.2,-1.0,26,770972,U2Nob29sLTQ4MQ==,Kennesaw State University
Terry,Powis,Terry Powis,4.7,1.9,100.0,27,771807,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Nichols,Charles Nichols,5.0,1.0,100.0,2,773037,U2Nob29sLTQ4MQ==,Kennesaw State University
Melissa,Weaver,Melissa Weaver,4.3,1.7,-1.0,3,773109,U2Nob29sLTQ4MQ==,Kennesaw State University
Hattie,Schumaker,Hattie Schumaker,4.5,3.3,-1.0,4,775255,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Gray,Thomas Gray,4.0,2.5,66.6667,25,776503,U2Nob29sLTQ4MQ==,Kennesaw State University
Raymond K.,Vermillion,Raymond K. Vermillion,3.1,2.8,-1.0,59,776787,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Honkisz,James Honkisz,4.4,1.8,-1.0,12,778028,U2Nob29sLTQ4MQ==,Kennesaw State University
Jerry,Anderson,Jerry Anderson,1.8,4.4,-1.0,14,781228,U2Nob29sLTQ4MQ==,Kennesaw State University
Steven,Davis,Steven Davis,2.0,4.2,-1.0,10,782206,U2Nob29sLTQ4MQ==,Kennesaw State University
Wes,Riddle,Wes Riddle,4.5,1.9,-1.0,15,786533,U2Nob29sLTQ4MQ==,Kennesaw State University
Howard,Weinstein,Howard Weinstein,3.9,3.3,100.0,7,793220,U2Nob29sLTQ4MQ==,Kennesaw State University
T,White,T White,2.7,3.8,-1.0,52,793685,U2Nob29sLTQ4MQ==,Kennesaw State University
Vale A.,Henson,Vale A. Henson,4.8,1.8,100.0,18,795006,U2Nob29sLTQ4MQ==,Kennesaw State University
Rob,Chambers,Rob Chambers,2.9,2.7,-1.0,16,795108,U2Nob29sLTQ4MQ==,Kennesaw State University
Shannon,Williamson-Martin,Shannon Williamson-Martin,3.6,2.8,50.0,26,796816,U2Nob29sLTQ4MQ==,Kennesaw State University
I,Rosenblitt,I Rosenblitt,2.9,3.0,-1.0,12,797832,U2Nob29sLTQ4MQ==,Kennesaw State University
Venu,Dasigi,Venu Dasigi,3.4,4.3,-1.0,7,801451,U2Nob29sLTQ4MQ==,Kennesaw State University
Russell,Patrick,Russell Patrick,3.1,3.8,50.0,39,804585,U2Nob29sLTQ4MQ==,Kennesaw State University
Nita,Paris,Nita Paris,5.0,2.0,-1.0,5,804717,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Gunning,Matthew Gunning,4.1,2.1,-1.0,92,805870,U2Nob29sLTQ4MQ==,Kennesaw State University
Mark,Sugalski,Mark Sugalski,4.7,3.8,-1.0,28,806389,U2Nob29sLTQ4MQ==,Kennesaw State University
Sophie,Vainer,Sophie Vainer,4.7,1.8,-1.0,21,810595,U2Nob29sLTQ4MQ==,Kennesaw State University
Noelle,Savatta,Noelle Savatta,5.0,4.5,-1.0,2,815948,U2Nob29sLTQ4MQ==,Kennesaw State University
Joe,Hair,Joe Hair,3.8,2.2,-1.0,6,816760,U2Nob29sLTQ4MQ==,Kennesaw State University
Margaret,Baldwin,Margaret Baldwin,3.9,2.8,77.7778,28,817731,U2Nob29sLTQ4MQ==,Kennesaw State University
Martha,Williams,Martha Williams,3.0,4.1,-1.0,10,818322,U2Nob29sLTQ4MQ==,Kennesaw State University
Reta,Whitlock,Reta Whitlock,4.6,1.9,-1.0,16,819776,U2Nob29sLTQ4MQ==,Kennesaw State University
Leland,Morgans,Leland Morgans,2.8,2.7,-1.0,17,819780,U2Nob29sLTQ4MQ==,Kennesaw State University
Kay,Crump,Kay Crump,2.3,3.9,25.0,91,819908,U2Nob29sLTQ4MQ==,Kennesaw State University
Susan,Browne,Susan Browne,2.8,3.4,-1.0,7,821853,U2Nob29sLTQ4MQ==,Kennesaw State University
Toni,Strieker,Toni Strieker,2.0,3.7,0.0,6,821856,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathryn,Bedette,Kathryn Bedette,3.1,3.3,0.0,23,822891,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Stephenson,Robert Stephenson,2.3,4.0,-1.0,2,824535,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Unwin,Matthew Unwin,4.2,3.4,-1.0,14,827365,U2Nob29sLTQ4MQ==,Kennesaw State University
Ivan,Pulinkala,Ivan Pulinkala,4.2,2.3,-1.0,3,827580,U2Nob29sLTQ4MQ==,Kennesaw State University
Javier,Irizarry,Javier Irizarry,2.0,3.3,100.0,13,830725,U2Nob29sLTQ4MQ==,Kennesaw State University
Valerie,Jersey,Valerie Jersey,4.4,1.7,-1.0,121,833825,U2Nob29sLTQ4MQ==,Kennesaw State University
Einat,Toledano,Einat Toledano,0.0,0.0,-1.0,0,833990,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Timmons,Michael Timmons,2.0,3.3,-1.0,3,835411,U2Nob29sLTQ4MQ==,Kennesaw State University
Kai,Qian,Kai Qian,2.6,2.7,0.0,11,838834,U2Nob29sLTQ4MQ==,Kennesaw State University
Yvette,Diakite,Yvette Diakite,2.8,3.0,-1.0,33,839532,U2Nob29sLTQ4MQ==,Kennesaw State University
Sheryl,Duggins,Sheryl Duggins,3.2,3.2,-1.0,6,841643,U2Nob29sLTQ4MQ==,Kennesaw State University
Ann,White,Ann White,3.4,3.0,-1.0,4,842452,U2Nob29sLTQ4MQ==,Kennesaw State University
Cynthia,Brown,Cynthia Brown,2.7,3.8,-1.0,5,842456,U2Nob29sLTQ4MQ==,Kennesaw State University
Kelli Renee Laser,Hansen,Kelli Renee Laser Hansen,4.2,3.7,-1.0,19,843150,U2Nob29sLTQ4MQ==,Kennesaw State University
Tony,Rizzuto,Tony Rizzuto,4.6,3.4,-1.0,5,843813,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Johnson,Elizabeth Johnson,3.8,1.9,25.0,29,845825,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen,Low,Stephen Low,3.2,2.8,-1.0,5,846508,U2Nob29sLTQ4MQ==,Kennesaw State University
Glenn,Allen,Glenn Allen,4.8,2.9,-1.0,12,846512,U2Nob29sLTQ4MQ==,Kennesaw State University
K,Laser-Hansen,K Laser-Hansen,4.3,3.2,-1.0,42,850777,U2Nob29sLTQ4MQ==,Kennesaw State University
A,Yaghi,A Yaghi,4.5,3.0,100.0,16,854210,U2Nob29sLTQ4MQ==,Kennesaw State University
B,Shushan,B Shushan,2.6,3.4,-1.0,7,854438,U2Nob29sLTQ4MQ==,Kennesaw State University
G,Ramirez,G Ramirez,2.0,4.5,50.0,21,855186,U2Nob29sLTQ4MQ==,Kennesaw State University
Donald,McGarey,Donald McGarey,3.8,4.0,0.0,39,855711,U2Nob29sLTQ4MQ==,Kennesaw State University
Mary,Garner,Mary Garner,3.3,3.7,-1.0,6,857633,U2Nob29sLTQ4MQ==,Kennesaw State University
Janelle,Naclerio,Janelle Naclerio,3.0,2.6,-1.0,16,859289,U2Nob29sLTQ4MQ==,Kennesaw State University
Scott,Lewis,Scott Lewis,4.7,2.6,-1.0,65,859538,U2Nob29sLTQ4MQ==,Kennesaw State University
Kim,Gray,Kim Gray,2.7,2.4,100.0,7,861629,U2Nob29sLTQ4MQ==,Kennesaw State University
Scott,Corley,Scott Corley,0.0,0.0,-1.0,0,861874,U2Nob29sLTQ4MQ==,Kennesaw State University
Christina,Scherrer,Christina Scherrer,4.2,3.0,75.0,18,863245,U2Nob29sLTQ4MQ==,Kennesaw State University
Lisa,Johnson,Lisa Johnson,3.8,2.9,100.0,16,863754,U2Nob29sLTQ4MQ==,Kennesaw State University
Roy,McClendon,Roy McClendon,3.9,2.0,-1.0,5,867442,U2Nob29sLTQ4MQ==,Kennesaw State University
Sandra,Vasa-Sideris,Sandra Vasa-Sideris,3.4,2.4,20.0,20,868004,U2Nob29sLTQ4MQ==,Kennesaw State University
Leslie,Blackwell,Leslie Blackwell,5.0,1.7,100.0,15,873965,U2Nob29sLTQ4MQ==,Kennesaw State University
Tom,Fallon,Tom Fallon,4.7,2.3,100.0,20,874701,U2Nob29sLTQ4MQ==,Kennesaw State University
Betsy,Hance,Betsy Hance,4.9,1.8,-1.0,38,874939,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Jackson,Robert Jackson,1.5,3.6,-1.0,25,875576,U2Nob29sLTQ4MQ==,Kennesaw State University
Terri,Wilder,Terri Wilder,3.4,2.3,-1.0,18,876243,U2Nob29sLTQ4MQ==,Kennesaw State University
Peter,Sakaris,Peter Sakaris,4.6,2.0,-1.0,22,877311,U2Nob29sLTQ4MQ==,Kennesaw State University
Joseph,Placanica,Joseph Placanica,4.9,1.6,-1.0,9,878346,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeffrey,Vermilya,Jeffrey Vermilya,3.9,1.8,-1.0,10,878364,U2Nob29sLTQ4MQ==,Kennesaw State University
Barbara,McTyre,Barbara McTyre,2.6,2.8,-1.0,30,878631,U2Nob29sLTQ4MQ==,Kennesaw State University
Arnold,Adams,Arnold Adams,2.8,2.8,-1.0,23,879036,U2Nob29sLTQ4MQ==,Kennesaw State University
Allen,William,Allen William,2.2,4.0,-1.0,3,889359,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrew,Whittle,Andrew Whittle,4.8,2.8,-1.0,13,891730,U2Nob29sLTQ4MQ==,Kennesaw State University
Amy,Henley,Amy Henley,4.6,2.4,-1.0,22,892195,U2Nob29sLTQ4MQ==,Kennesaw State University
Kristin,Hoyt,Kristin Hoyt,3.0,2.3,-1.0,12,898261,U2Nob29sLTQ4MQ==,Kennesaw State University
Tom,Brown,Tom Brown,0.0,0.0,-1.0,0,898560,U2Nob29sLTQ4MQ==,Kennesaw State University
Taha,Mzoughi,Taha Mzoughi,3.3,3.6,100.0,25,904741,U2Nob29sLTQ4MQ==,Kennesaw State University
Ashley,Fredrick,Ashley Fredrick,3.9,2.2,-1.0,12,905473,U2Nob29sLTQ4MQ==,Kennesaw State University
Pat,Rickman,Pat Rickman,4.3,1.4,-1.0,14,906221,U2Nob29sLTQ4MQ==,Kennesaw State University
Jennifer,Bonn,Jennifer Bonn,4.0,2.5,-1.0,17,907136,U2Nob29sLTQ4MQ==,Kennesaw State University
S,Ledford,S Ledford,4.9,1.9,-1.0,17,908898,U2Nob29sLTQ4MQ==,Kennesaw State University
Micheal,Raburn,Micheal Raburn,4.7,1.7,-1.0,31,910249,U2Nob29sLTQ4MQ==,Kennesaw State University
Kayoniana,Hall,Kayoniana Hall,1.8,4.1,0.0,27,911969,U2Nob29sLTQ4MQ==,Kennesaw State University
Jim,Piecuch,Jim Piecuch,4.7,2.4,81.8182,47,912116,U2Nob29sLTQ4MQ==,Kennesaw State University
Frank,Tsui,Frank Tsui,4.8,3.3,-1.0,9,914114,U2Nob29sLTQ4MQ==,Kennesaw State University
Lisa,Adams,Lisa Adams,4.4,2.9,66.6667,32,914630,U2Nob29sLTQ4MQ==,Kennesaw State University
Nichole,Guillory,Nichole Guillory,4.4,2.3,-1.0,30,914921,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Davis,James Davis,4.0,3.3,0.0,11,914982,U2Nob29sLTQ4MQ==,Kennesaw State University
Fiona,Brantley,Fiona Brantley,4.1,3.1,-1.0,24,914997,U2Nob29sLTQ4MQ==,Kennesaw State University
Hugh,Sheehy,Hugh Sheehy,3.7,2.6,-1.0,25,914999,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrew,Smith,Andrew Smith,4.9,1.3,100.0,24,915002,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeannie,Parker-Beard,Jeannie Parker-Beard,4.5,1.8,-1.0,27,915008,U2Nob29sLTQ4MQ==,Kennesaw State University
William E.,Allen,William E. Allen,2.5,3.4,-1.0,29,915377,U2Nob29sLTQ4MQ==,Kennesaw State University
Daryl L,Foster,Daryl L Foster,5.0,2.0,-1.0,2,916348,U2Nob29sLTQ4MQ==,Kennesaw State University
Valerie,King,Valerie King,3.3,3.2,62.5,126,916550,U2Nob29sLTQ4MQ==,Kennesaw State University
Tony,Grooms,Tony Grooms,4.0,2.6,100.0,15,917026,U2Nob29sLTQ4MQ==,Kennesaw State University
James S,Bullins,James S Bullins,5.0,1.5,-1.0,2,921044,U2Nob29sLTQ4MQ==,Kennesaw State University
Jane,Barnette,Jane Barnette,4.6,2.6,-1.0,15,923569,U2Nob29sLTQ4MQ==,Kennesaw State University
Tim,Blumentritt,Tim Blumentritt,3.8,3.8,100.0,6,926443,U2Nob29sLTQ4MQ==,Kennesaw State University
Douglas,Patterson,Douglas Patterson,4.5,1.3,-1.0,9,926516,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Mayo,Charles Mayo,3.3,2.8,100.0,6,928185,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen,Kempf,Stephen Kempf,3.6,1.5,-1.0,15,930391,U2Nob29sLTQ4MQ==,Kennesaw State University
Mary,Camann,Mary Camann,3.3,2.3,-1.0,8,931339,U2Nob29sLTQ4MQ==,Kennesaw State University
Ottomala,Cattage,Ottomala Cattage,2.2,2.0,-1.0,13,932967,U2Nob29sLTQ4MQ==,Kennesaw State University
Jeff,Morrison,Jeff Morrison,3.7,2.6,-1.0,5,934113,U2Nob29sLTQ4MQ==,Kennesaw State University
Mike,Orandella,Mike Orandella,3.2,4.0,-1.0,9,938916,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Currin,Thomas Currin,2.8,4.0,-1.0,4,938925,U2Nob29sLTQ4MQ==,Kennesaw State University
Lendley,Black,Lendley Black,0.0,0.0,-1.0,0,942630,U2Nob29sLTQ4MQ==,Kennesaw State University
Aniruddha,Bagchi,Aniruddha Bagchi,3.6,2.6,66.6667,46,942864,U2Nob29sLTQ4MQ==,Kennesaw State University
Birgit,Wassmuth,Birgit Wassmuth,4.3,2.6,-1.0,7,943101,U2Nob29sLTQ4MQ==,Kennesaw State University
Susanne,Kelley,Susanne Kelley,4.5,2.1,100.0,20,944168,U2Nob29sLTQ4MQ==,Kennesaw State University
Sheryl,Reddell,Sheryl Reddell,4.6,2.2,-1.0,5,944357,U2Nob29sLTQ4MQ==,Kennesaw State University
Blake,Gray,Blake Gray,4.5,2.3,-1.0,7,945011,U2Nob29sLTQ4MQ==,Kennesaw State University
Timothy,Zeigler,Timothy Zeigler,4.6,1.0,-1.0,7,945246,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Saunders,Michael Saunders,2.8,3.7,-1.0,3,946046,U2Nob29sLTQ4MQ==,Kennesaw State University
Alan,Shaw,Alan Shaw,3.9,2.0,91.6667,40,949332,U2Nob29sLTQ4MQ==,Kennesaw State University
Samuel,Brown,Samuel Brown,4.6,1.2,100.0,41,952547,U2Nob29sLTQ4MQ==,Kennesaw State University
Rex,Batson,Rex Batson,3.8,3.6,-1.0,9,955669,U2Nob29sLTQ4MQ==,Kennesaw State University
Pamela,Whitney,Pamela Whitney,1.9,2.4,-1.0,5,956217,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth (liz),Martin,Elizabeth (liz) Martin,4.7,3.8,100.0,30,957083,U2Nob29sLTQ4MQ==,Kennesaw State University
Kim,Fraizer,Kim Fraizer,4.6,1.6,-1.0,13,958496,U2Nob29sLTQ4MQ==,Kennesaw State University
Shane,Smith,Shane Smith,4.4,1.9,-1.0,8,965000,U2Nob29sLTQ4MQ==,Kennesaw State University
Keisha,Tassie,Keisha Tassie,3.0,3.0,-1.0,2,965333,U2Nob29sLTQ4MQ==,Kennesaw State University
Keven,Lynch,Keven Lynch,1.4,1.0,-1.0,5,965795,U2Nob29sLTQ4MQ==,Kennesaw State University
Mary,Sheil,Mary Sheil,3.8,3.2,0.0,72,965870,U2Nob29sLTQ4MQ==,Kennesaw State University
Joesph,Johnson,Joesph Johnson,2.6,3.0,-1.0,26,967054,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Devillars,Michael Devillars,3.0,3.0,-1.0,1,969209,U2Nob29sLTQ4MQ==,Kennesaw State University
Lauren,Moran,Lauren Moran,4.3,2.3,-1.0,14,969484,U2Nob29sLTQ4MQ==,Kennesaw State University
Kerry,Welborn,Kerry Welborn,5.0,1.9,100.0,34,970286,U2Nob29sLTQ4MQ==,Kennesaw State University
Eric,Fox,Eric Fox,2.7,3.2,-1.0,22,971798,U2Nob29sLTQ4MQ==,Kennesaw State University
Scott,Larisch,Scott Larisch,4.3,2.9,100.0,41,972414,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Pierce,David Pierce,4.8,2.7,-1.0,3,972504,U2Nob29sLTQ4MQ==,Kennesaw State University
Rodney,Larrotta,Rodney Larrotta,4.7,2.6,100.0,15,976610,U2Nob29sLTQ4MQ==,Kennesaw State University
Allyson,Fleck,Allyson Fleck,4.0,3.0,-1.0,3,983820,U2Nob29sLTQ4MQ==,Kennesaw State University
Miriam,Bley,Miriam Bley,4.1,2.1,-1.0,15,984816,U2Nob29sLTQ4MQ==,Kennesaw State University
Emma,Ponder,Emma Ponder,3.0,1.8,-1.0,5,985237,U2Nob29sLTQ4MQ==,Kennesaw State University
George,Green,George Green,4.0,2.3,-1.0,15,987620,U2Nob29sLTQ4MQ==,Kennesaw State University
T.D.,Carmon,T.D. Carmon,4.5,1.8,-1.0,24,987657,U2Nob29sLTQ4MQ==,Kennesaw State University
Patricia,Burnside-Eaton,Patricia Burnside-Eaton,4.2,2.0,-1.0,20,987965,U2Nob29sLTQ4MQ==,Kennesaw State University
Annette,Haenle-Daniels,Annette Haenle-Daniels,4.4,1.7,-1.0,7,988145,U2Nob29sLTQ4MQ==,Kennesaw State University
C,Jachak,C Jachak,4.5,2.8,-1.0,8,988147,U2Nob29sLTQ4MQ==,Kennesaw State University
Nancy,Turner,Nancy Turner,4.4,2.6,75.0,16,988943,U2Nob29sLTQ4MQ==,Kennesaw State University
C. Richard,Cole,C. Richard Cole,4.5,2.6,-1.0,7,992170,U2Nob29sLTQ4MQ==,Kennesaw State University
Q,Nichols,Q Nichols,3.7,3.1,-1.0,23,997165,U2Nob29sLTQ4MQ==,Kennesaw State University
Betty,Davis Robinson,Betty Davis Robinson,4.6,1.8,100.0,4,997809,U2Nob29sLTQ4MQ==,Kennesaw State University
